taxonid,assessmentid,kingdom,phylum,class,order,family,genus,species,infrarank,infratype,subpopulation,friendly_name,taxonomic_authority,category,criteria,possibly_extinct,possibly_extinct_wild,assessmentdate,assessors,evaluators,contributors,facilitators
44166,10866508,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Aonyx,cinereus,,,,Aonyx cinereus,"(Illiger, 1815)",K,,FALSE,FALSE,01-Jan-94,,,,
6204,12578792,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Cystophora,cristata,,,,Cystophora cristata,"(Erxleben, 1777)",LR/lc,,FALSE,FALSE,01-Aug-96,Seal Specialist Group,,,
6204,12579040,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Cystophora,cristata,,,,Cystophora cristata,"(Erxleben, 1777)",VU,A2b,FALSE,FALSE,30-Jun-08,"Kovacs, K. (IUCN SSC Pinniped Specialist Group)","Kovacs, K. & Lowry, L. (Pinniped Red List Authority)",,
6335,12661055,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,MONODONTIDAE,Delphinapterus,leucas,,,,Delphinapterus leucas,"(Pallas, 1776)",VU,A1abd,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
6335,12661210,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,MONODONTIDAE,Delphinapterus,leucas,,,,Delphinapterus leucas,"(Pallas, 1776)",K,,FALSE,FALSE,01-Jan-88,,,,
6335,12661397,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,MONODONTIDAE,Delphinapterus,leucas,,,,Delphinapterus leucas,"(Pallas, 1776)",NT,,FALSE,FALSE,30-Jun-08,"Jefferson, T.A., Karczmarski, L., Laidre, K., O’Corry-Crowe, G., Reeves, R.R., Rojas-Bracho, L., Secchi, E.R., Slooten, E., Smith, B.D., Wang, J.Y. & Zhou, K.","Brownell Jr., R.L. & Cooke, J. (Cetacean Red List Authority)",,
6335,12661677,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,MONODONTIDAE,Delphinapterus,leucas,,,,Delphinapterus leucas,"(Pallas, 1776)",K,,FALSE,FALSE,01-Jan-90,,,,
6335,12661694,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,MONODONTIDAE,Delphinapterus,leucas,,,,Delphinapterus leucas,"(Pallas, 1776)",K,,FALSE,FALSE,01-Jan-94,,,,
6909,12812672,ANIMALIA,CHORDATA,MAMMALIA,SIRENIA,DUGONGIDAE,Dugong,dugon,,,,Dugong dugon,"(Müller, 1776)",VU,A1cd,FALSE,FALSE,01-Aug-96,Sirenia Specialist Group,,,
6909,12812709,ANIMALIA,CHORDATA,MAMMALIA,SIRENIA,DUGONGIDAE,Dugong,dugon,,,,Dugong dugon,"(Müller, 1776)",VU,A2bcd,FALSE,FALSE,30-Jun-08,"Marsh, H.","Reynolds III, J.E. & Powell, J.A. (Sirenia Red List Authority)",,
6909,12813137,ANIMALIA,CHORDATA,MAMMALIA,SIRENIA,DUGONGIDAE,Dugong,dugon,,,,Dugong dugon,"(Müller, 1776)",VU,A2bcd,FALSE,FALSE,31-Jan-06,"Marsh, H.","Reynolds, J., Powell, J. & the IUCN/SSC Sirenia Specialist Group",,
6909,12813594,ANIMALIA,CHORDATA,MAMMALIA,SIRENIA,DUGONGIDAE,Dugong,dugon,,,,Dugong dugon,"(Müller, 1776)",V,,FALSE,FALSE,01-Jan-88,,,,
6909,12813611,ANIMALIA,CHORDATA,MAMMALIA,SIRENIA,DUGONGIDAE,Dugong,dugon,,,,Dugong dugon,"(Müller, 1776)",V,,FALSE,FALSE,01-Jan-90,,,,
6909,12813628,ANIMALIA,CHORDATA,MAMMALIA,SIRENIA,DUGONGIDAE,Dugong,dugon,,,,Dugong dugon,"(Müller, 1776)",V,,FALSE,FALSE,01-Jan-82,,,,
6909,12813645,ANIMALIA,CHORDATA,MAMMALIA,SIRENIA,DUGONGIDAE,Dugong,dugon,,,,Dugong dugon,"(Müller, 1776)",V,,FALSE,FALSE,01-Jan-86,,,,
6909,12813662,ANIMALIA,CHORDATA,MAMMALIA,SIRENIA,DUGONGIDAE,Dugong,dugon,,,,Dugong dugon,"(Müller, 1776)",V,,FALSE,FALSE,01-Jan-94,,,,
7750,12848354,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Enhydra,lutris,,,,Enhydra lutris,"(Linnaeus, 1758)",LR/lc,,FALSE,FALSE,31-Aug-96,Otter Specialist Group,,,
7750,12848378,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Enhydra,lutris,,,,Enhydra lutris,"(Linnaeus, 1758)",EN,A2abe,FALSE,FALSE,30-Jun-10,"Doroff, A. & Burdin, A.","Hussain, S.A. & Conroy, J.",,
7750,12848648,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Enhydra,lutris,,,,Enhydra lutris,"(Linnaeus, 1758)",EN,A2abe,FALSE,FALSE,30-Jun-08,"Doroff, A. & Burdin, A.","Hussain, S.A. & Conroy, J. (Otter Red List Authority)",,
7750,12848883,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Enhydra,lutris,,,,Enhydra lutris,"(Linnaeus, 1758)",EN,A1ace,FALSE,FALSE,30-Jun-00,"Estes, J.  (Otter Specialist Group)","Hussain, S.A. & Reuther, C. (Otter Red List Authority)",,
8010,12882570,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Erignathus,barbatus,,,,Erignathus barbatus,"(Erxleben, 1777)",LR/lc,,FALSE,FALSE,01-Aug-96,Seal Specialist Group,,,
8010,12882802,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Erignathus,barbatus,,,,Erignathus barbatus,"(Erxleben, 1777)",LC,,FALSE,FALSE,30-Jun-08,"Kovacs, K. & Lowry, L. (IUCN SSC Pinniped Specialist Group)","Kovacs, K., Lowry, L. (Pinniped Red List Authority) & Stuart, S.N. (Global Mammal Assessment Team)",,
8097,12885020,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ESCHRICHTIIDAE,Eschrichtius,robustus,,,,Eschrichtius robustus,"(Lilljeborg, 1861)",LR/cd,,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
8097,12885255,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ESCHRICHTIIDAE,Eschrichtius,robustus,,,,Eschrichtius robustus,"(Lilljeborg, 1861)",LC,,FALSE,FALSE,30-Jun-08,"Reilly, S.B., Bannister, J.L., Best, P.B., Brown, M., Brownell Jr., R.L., Butterworth, D.S., Clapham, P.J., Cooke, J., Donovan, G.P., Urbán, J. & Zerbini, A.N.","Taylor, B.L. & Notarbartolo di Sciara, G. (Cetacean Red List Authority)",,
8153,12893370,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Eubalaena,australis,,,,Eubalaena australis,"(Desmoulins, 1822)",V,,FALSE,FALSE,01-Jan-88,,,,
8153,12893389,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Eubalaena,australis,,,,Eubalaena australis,"(Desmoulins, 1822)",LC,,FALSE,FALSE,30-Jun-08,"Reilly, S.B., Bannister, J.L., Best, P.B., Brown, M., Brownell Jr., R.L., Butterworth, D.S., Clapham, P.J., Cooke, J., Donovan, G.P., Urbán, J. & Zerbini, A.N.","Taylor, B.L. & Notarbartolo di Sciara, G. (Cetacean Red List Authority)",,
8153,12893638,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Eubalaena,australis,,,,Eubalaena australis,"(Desmoulins, 1822)",LR/cd,,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
8153,12893779,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Eubalaena,australis,,,,Eubalaena australis,"(Desmoulins, 1822)",V,,FALSE,FALSE,01-Jan-90,,,,
8153,12893798,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Eubalaena,australis,,,,Eubalaena australis,"(Desmoulins, 1822)",V,,FALSE,FALSE,01-Jan-94,,,,
8239,12900510,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Eumetopias,jubatus,,,,Eumetopias jubatus,"(Schreber, 1776)",V,,FALSE,FALSE,01-Jan-94,,,,
8239,12900527,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Eumetopias,jubatus,,,,Eumetopias jubatus,"(Schreber, 1776)",EN,A2a,FALSE,FALSE,30-Jun-08,"Gelatt, T. & Lowry, L. (IUCN SSC Pinniped Specialist Group)","Kovacs, K. & Lowry, L. (Pinniped Red List Authority)",,
8239,12900728,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Eumetopias,jubatus,,,,Eumetopias jubatus,"(Schreber, 1776)",EN,A1b,FALSE,FALSE,01-Aug-96,Seal Specialist Group,,,
8551,12921118,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Feresa,attenuata,,,,Feresa attenuata,"Gray, 1875",K,,FALSE,FALSE,01-Jan-94,,,,
8551,12921135,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Feresa,attenuata,,,,Feresa attenuata,"Gray, 1875",DD,,FALSE,FALSE,30-Jun-08,"Taylor, B.L., Baird, R., Barlow, J., Dawson, S.M., Ford, J., Mead, J.G., Notarbartolo di Sciara, G., Wade, P. & Pitman, R.L.","Hammond, P.S. & Perrin, W.F. (Cetacean Red List Authority)",,
8551,12921943,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Feresa,attenuata,,,,Feresa attenuata,"Gray, 1875",DD,,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
9249,12972335,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Globicephala,macrorhynchus,,,,Globicephala macrorhynchus,"Gray, 1846",K,,FALSE,FALSE,01-Jan-94,,,,
9249,12972356,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Globicephala,macrorhynchus,,,,Globicephala macrorhynchus,"Gray, 1846",DD,,FALSE,FALSE,01-Jul-08,"Taylor, B.L., Baird, R., Barlow, J., Dawson, S.M., Ford, J., Mead, J.G., Notarbartolo di Sciara, G., Wade, P. & Pitman, R.L.","Hammond, P.S. & Perrin, W.F.",,
9249,12973300,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Globicephala,macrorhynchus,,,,Globicephala macrorhynchus,"Gray, 1846",DD,,FALSE,FALSE,30-Jun-08,"Taylor, B.L., Baird, R., Barlow, J., Dawson, S.M., Ford, J., Mead, J.G., Notarbartolo di Sciara, G., Wade, P. & Pitman, R.L.","Hammond, P.S. & Perrin, W.F. (Cetacean Red List Authority)",,
9249,12974050,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Globicephala,macrorhynchus,,,,Globicephala macrorhynchus,"Gray, 1846",LR/cd,,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
9250,12974355,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Globicephala,melas,,,,Globicephala melas,"(Traill, 1809)",LR/lc,,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
9250,12974677,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Globicephala,melas,,,,Globicephala melas,"(Traill, 1809)",K,,FALSE,FALSE,01-Jan-94,,,,
9250,12975001,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Globicephala,melas,,,,Globicephala melas,"(Traill, 1809)",DD,,FALSE,FALSE,30-Jun-08,"Taylor, B.L., Baird, R., Barlow, J., Dawson, S.M., Ford, J., Mead, J.G., Notarbartolo di Sciara, G., Wade, P. & Pitman, R.L.","Hammond, P.S. & Perrin, W.F. (Cetacean Red List Authority)",,
9461,12988506,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Grampus,griseus,,,,Grampus griseus,"(G. Cuvier, 1812)",DD,,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
9461,12989095,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Grampus,griseus,,,,Grampus griseus,"(G. Cuvier, 1812)",K,,FALSE,FALSE,01-Jan-94,,,,
9461,12989439,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Grampus,griseus,,,,Grampus griseus,"(G. Cuvier, 1812)",LC,,FALSE,FALSE,30-Jun-08,"Taylor, B.L., Baird, R., Barlow, J., Dawson, S.M., Ford, J., Mead, J.G., Notarbartolo di Sciara, G., Wade, P. & Pitman, R.L.","Hammond, P.S. & Perrin, W.F. (Cetacean Red List Authority)",,
9561,13000548,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Gulo,gulo,,,,Gulo gulo,"(Linnaeus, 1758)",NT,,FALSE,FALSE,30-Jun-08,"Abramov, A., Belant, J. & Wozencraft, C.","Duckworth, J.W. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
9561,13000785,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Gulo,gulo,,,,Gulo gulo,"(Linnaeus, 1758)",VU,A2c,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
9561,13000870,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Gulo,gulo,,,,Gulo gulo,"(Linnaeus, 1758)",LC,,FALSE,FALSE,26-Aug-09,"Abramov, A., Belant, J. & Wozencraft, C.","Duckworth , J.W. & Schipper, J.",,
9561,13001317,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Gulo,gulo,,,,Gulo gulo,"(Linnaeus, 1758)",V,,FALSE,FALSE,01-Jan-94,,,,
9561,13001334,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Gulo,gulo,,,,Gulo gulo,"(Linnaeus, 1758)",V,,FALSE,FALSE,01-Jan-88,,,,
9561,13001351,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Gulo,gulo,,,,Gulo gulo,"(Linnaeus, 1758)",V,,FALSE,FALSE,01-Jan-90,,,,
9660,13005894,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Halichoerus,grypus,,,,Halichoerus grypus,"(Fabricius, 1791)",LR/lc,,FALSE,FALSE,01-Aug-96,Seal Specialist Group,,,
9660,13006203,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Halichoerus,grypus,,,,Halichoerus grypus,"(Fabricius, 1791)",LC,,FALSE,FALSE,30-Jun-08,"Thompson, D. & Härkönen, T. (IUCN SSC Pinniped Specialist Group)","Kovacs, K. & Lowry, L. (Pinniped Red List Authority)",,
1794,14164772,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Aonyx,congicus,,,,Aonyx congicus,"Lönnberg, 1910",NT,,FALSE,FALSE,17-Jan-14,"Jacques, H., Reed-Smith, J., Davenport, C & Somers, M.J.","Hussain, S.A. & Duplaix, N.","Hoffmann, M.",
41712,17084065,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Eubalaena,glacialis,,,,Eubalaena glacialis,"(Müller, 1776)",EN,D,FALSE,FALSE,01-Jul-08,"Reilly, S.B., Bannister, J.L., Best, P.B., Brown, M., Brownell Jr., R.L., Butterworth, D.S., Clapham, P.J., Cooke, J., Donovan, G., Urbán, J. & Zerbini, A.N.","Taylor, B.L. & Notarbartolo di Sciara, G.",,
17029,17117957,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Phocoena,spinipinnis,,,,Phocoena spinipinnis,"Burmeister, 1865",DD,,FALSE,FALSE,01-Jul-08,"Hammond, P.S., Bearzi, G., Bjørge, A., Forney, K.A., Karkzmarski, L., Kasuya, T., Perrin, W.F., Scott, M.D., Wang, J.Y. , Wells, R.S. & Wilson, B.","Rojas-Bracho, L. & Smith, B.D.",,
17032,17118773,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Phocoenoides,dalli,,,,Phocoenoides dalli,"(True, 1885)",LC,,FALSE,FALSE,01-Jul-08,"Hammond, P.S., Bearzi, G., Bjørge, A., Forney, K.A., Karkzmarski, L., Kasuya, T., Perrin, W.F., Scott, M.D., Wang, J.Y. , Wells, R.S. & Wilson, B.","Rojas-Bracho, L. & Smith, B.D.",,
22563,17347397,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Tursiops,truncatus,,,,Tursiops truncatus,"(Montagu, 1821)",LC,,FALSE,FALSE,01-Jul-08,"Hammond, P.S., Bearzi, G., Bjørge, A., Forney, K.A., Karkzmarski, L., Kasuya, T., Perrin, W.F., Scott, M.D., Wang, J.Y. , Wells, R.S. & Wilson, B.","Rojas-Bracho, L. & Smith, B.",,
9461,17386190,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Grampus,griseus,,,,Grampus griseus,"(G. Cuvier, 1812)",LC,,FALSE,FALSE,01-Jul-08,"Taylor, B.L., Baird, R., Barlow, J., Dawson, S.M., Ford, J.K.B., Mead, J.G., Notarbartolo di Sciara, G., Wade, P. & Pitman, R.L.","Hammond, P.S. & Perrin, W.F.",,
8239,17463451,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Eumetopias,jubatus,,,,Eumetopias jubatus,"(Schreber, 1776)",NT,,FALSE,FALSE,05-Jun-12,"Gelatt, T. & Lowry, L.","Kovacs, K.M. & Burkanov, V.",,
190871,17583369,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Sotalia,fluviatilis,,,,Sotalia fluviatilis,"(Gervais &amp; Deville in Gervais, 1853)",DD,,FALSE,FALSE,09-Apr-10,"Secchi, E.","Reeves, R. & Perrin, W.F.",,
181359,17583662,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Sotalia,guianensis,,,,Sotalia guianensis,"(Van Bénéden, 1864)",DD,,FALSE,FALSE,09-Apr-09,"Secchi, E.","Reeves, R. & Perrin, W.F.",,
198920,17597897,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Neophocaena,phocaenoides,,,,Neophocaena phocaenoides,"(G. Cuvier, 1829)",VU,A2cde,FALSE,FALSE,01-Mar-11,"Wang, J.Y.  & Reeves, R.","Hammond, P.S. & Taylor, B.L.",,
41754,17599353,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Neophocaena,asiaeorientalis,,,,Neophocaena asiaeorientalis,"(Pilleri &amp; Gihr, 1972)",VU,A2cde,FALSE,FALSE,01-Mar-11,"Wang, J.Y.  & Reeves, R.","Taylor, B.L. & Hammond, P.S.",,
41714,17600466,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Tursiops,aduncus,,,,Tursiops aduncus,"(Ehrenberg, 1833)",DD,,FALSE,FALSE,01-Jul-08,"Hammond, P.S., Bearzi, G., Bjørge, A., Forney, K.A., Karkzmarski, L., Kasuya, T., Perrin, W.F., Scott, M.D., Wang, J.Y. , Wells, R.S. & Wilson, B.","Rojas-Bracho, L. & Smith, B.D.",,
6335,17690692,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,MONODONTIDAE,Delphinapterus,leucas,,,,Delphinapterus leucas,"(Pallas, 1776)",NT,,FALSE,FALSE,01-Jul-08,"Jefferson, T.A., Karkzmarski, L., Laidre, K., O’Corry-Crowe, G., Reeves, R., Rojas-Bracho, L., Secchi, E., Slooten, E., Smith, B.D., Wang, J.Y.  & Zhou, K.","Brownell Jr., R.L. & Cooke, J.",,
13704,17691711,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,MONODONTIDAE,Monodon,monoceros,,,,Monodon monoceros,"Linnaeus, 1758",NT,,FALSE,FALSE,01-Jul-08,"Jefferson, T.A., Karkzmarski, L., Laidre, K., O’Corry-Crowe, G., Reeves, R., Rojas-Bracho, L., Secchi, E., Slooten, E., Smith, B.D., Wang, J.Y.  & Zhou, K.","Brownell Jr., R.L. & Cooke, J.",,
20425,17802854,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Sousa,teuszii,,,,Sousa teuszii,"(Kükenthal, 1892)",VU,C2a(i),FALSE,FALSE,01-Jul-08,"Reeves, R., Collins, T., Jefferson, T.A., Karkzmarski, L., Laidre, K., O’Corry-Crowe, G., Rojas-Bracho, L., Secchi, E., Slooten, E., Smith, B.D., Wang, J.Y.  & Zhou, K.","Brownell Jr., R.L. & Cooke, J.",,
11140,17807828,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Lagenodelphis,hosei,,,,Lagenodelphis hosei,"Fraser, 1956",LC,,FALSE,FALSE,01-Jul-08,"Hammond, P.S., Bearzi, G., Bjørge, A., Forney, K.A., Karkzmarski, L., Kasuya, T., Perrin, W.F., Scott, M.D., Wang, J.Y. , Wells, R.S. & Wilson, B.","Rojas-Bracho, L. & Smith, B.D.",,
20729,17821189,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Stenella,attenuata,,,,Stenella attenuata,"(Gray, 1846)",LC,,FALSE,FALSE,01-Jul-08,"Hammond, P.S., Bearzi, G., Bjørge, A., Forney, K.A., Karkzmarski, L., Kasuya, T., Perrin, W.F., Scott, M.D., Wang, J.Y. , Wells, R.S. & Wilson, B.","Rojas-Bracho, L. & Smith, B.D.",,
20732,17832795,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Stenella,frontalis,,,,Stenella frontalis,"(G. Cuvier, 1829)",DD,,FALSE,FALSE,01-Jul-08,"Hammond, P.S., Bearzi, G., Bjørge, A., Forney, K.A., Karkzmarski, L., Kasuya, T., Perrin, W.F., Scott, M.D., Wang, J.Y. , Wells, R.S. & Wilson, B.","Rojas-Bracho, L. & Smith, B.D.",,
20733,17837287,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Stenella,longirostris,,,,Stenella longirostris,"(Gray, 1828)",DD,,FALSE,FALSE,01-Jul-08,"Bearzi, G., Bjørge, A., Forney, K.A., Hammond, P.S., Karkzmarski, L., Kasuya, T., Perrin, W.F., Scott, M.D., Wang, J.Y. , Wells, R.S. & Wilson, B.","Rojas-Bracho, L. & Smith, B.D.",,
20730,17840531,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Stenella,clymene,,,,Stenella clymene,"(Gray, 1846)",DD,,FALSE,FALSE,01-Jul-08,"Hammond, P.S., Bearzi, G., Bjørge, A., Forney, K.A., Karkzmarski, L., Kasuya, T., Perrin, W.F., Scott, M.D., Wang, J.Y. , Wells, R.S. & Wilson, B.","Rojas-Bracho, L. & Smith, B.D.",,
20738,17845477,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Steno,bredanensis,,,,Steno bredanensis,"(Lesson, 1828)",LC,,FALSE,FALSE,01-Jul-08,"Hammond, P.S., Bearzi, G., Bjørge, A., Forney, K.A., Karkzmarski, L., Kasuya, T., Perrin, W.F., Scott, M.D., Wang, J.Y. , Wells, R.S. & Wilson, B.","Rojas-Bracho, L. & Smith, B.D.",,
11142,17875454,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Lagenorhynchus,albirostris,,,,Lagenorhynchus albirostris,"(Gray, 1846)",LC,,FALSE,FALSE,01-Jul-08,"Hammond, P.S., Bearzi, G., Bjørge, A., Forney, K.A., Karkzmarski, L., Kasuya, T., Perrin, W.F., Scott, M.D., Wang, J.Y. , Wells, R.S. & Wilson, B.","Rojas-Bracho, L. & Smith, B.D.",,
11145,17876617,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Lagenorhynchus,obliquidens,,,,Lagenorhynchus obliquidens,"Gill, 1865",LC,,FALSE,FALSE,01-Jul-08,"Hammond, P.S., Bearzi, G., Bjørge, A., Forney, K.A., Karkzmarski, L., Kasuya, T., Perrin, W.F., Scott, M.D., Wang, J.Y. , Wells, R.S. & Wilson, B.","Rojas-Bracho, L. & Smith, B.D.",,
12125,17877048,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Lissodelphis,borealis,,,,Lissodelphis borealis,"(Peale, 1848)",LC,,FALSE,FALSE,01-Jul-08,"Hammond, P.S., Bearzi, G., Bjørge, A., Forney, K.A., Karkzmarski, L., Kasuya, T., Perrin, W.F., Scott, M.D., Wang, J.Y. , Wells, R.S. & Wilson, B.","Rojas-Bracho, L. & Smith, B.D.",,
12126,17877993,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Lissodelphis,peronii,,,,Lissodelphis peronii,"(Lacépède, 1804)",DD,,FALSE,FALSE,01-Jul-08,"Hammond, P.S., Bearzi, G., Bjørge, A., Forney, K.A., Karkzmarski, L., Kasuya, T., Perrin, W.F., Scott, M.D., Wang, J.Y. , Wells, R.S. & Wilson, B.","Rojas-Bracho, L. & Smith, B.D.",,
2467,17879018,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Balaena,mysticetus,,,,Balaena mysticetus,"Linnaeus, 1758",LC,,FALSE,FALSE,01-Jul-08,"Reilly, S.B., Bannister, J.L., Best, P.B., Brown, M., Brownell Jr., R.L., Butterworth, D.S., Clapham, P.J., Cooke, J., Donovan, G., Urbán, J. & Zerbini, A.N.","Taylor, B.L. & Notarbartolo di Sciara, G.",,
12427,21934884,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Lutrogale,perspicillata,,,,Lutrogale perspicillata,"(I. Geoffroy Saint-Hilaire, 1826)",VU,A2cde,FALSE,FALSE,14-Jun-14,"de Silva, P., Khan, W.A., Kanchanasaka, B., Reza Lubis, I., Feeroz, M.M. & Al-Sheikhly, O.F.","Hussain, S.A. & Duplaix, N.",,
12419,21935287,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Lutra,lutra,,,,Lutra lutra,"(Linnaeus, 1758)",NT,,FALSE,FALSE,20-Jun-14,"Roos, A., Loy, A., de Silva, P., Hajkova, P. & Zemanová, B.","Hussain, S.A. & Duplaix, N.","Bisther, M., Cianfrani, C., Ruiz-Olmo, J., Yoxon, G.M. & Yoxon, P.",
12420,21936042,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Hydrictis,maculicollis,,,,Hydrictis maculicollis,"(Lichtenstein, 1835)",NT,,FALSE,FALSE,14-Jun-14,"Reed-Smith, J., Jacques, H. & Somers, M.J.","Hussain, S.A. & Duplaix, N.","Hoffmann, M.",
